label0_proba,label1_proba
0.5739561502483764,0.4260438497516236
0.4206694488838919,0.5793305511161082
0.2824266446137116,0.7175733553862885
0.35003959603666873,0.6499604039633314
0.27038462767005045,0.7296153723299496
0.31921361850181057,0.6807863814981894
0.4689822896876797,0.5310177103123201
0.28974459438979167,0.7102554056102085
0.26185066704250237,0.7381493329574975
0.3040360134716525,0.6959639865283475
0.3783355296686742,0.6216644703313259
0.2968203517579693,0.7031796482420305
0.2650647393460135,0.7349352606539865
0.35476732979086406,0.6452326702091356
0.2697250870007517,0.7302749129992484
0.28352650580764416,0.7164734941923561
0.27002932358621784,0.7299706764137824
0.28537602609426616,0.714623973905734
0.29280953454076303,0.7071904654592371
0.3045937479756922,0.6954062520243077
0.2856092682608971,0.714390731739103
0.4707204626207798,0.5292795373792202
0.43270570734815084,0.567294292651849
0.3023091807572629,0.697690819242737
0.5474984053727286,0.45250159462727124
0.5933780886922772,0.40662191130772285
0.26622697546416185,0.7337730245358379
0.267270257016524,0.7327297429834758
0.3550696060440931,0.6449303939559066
0.27129055054087287,0.7287094494591272
0.264253617895414,0.7357463821045861
0.2809002496734881,0.7190997503265122
0.3446644759910924,0.6553355240089075
0.3968320665675863,0.6031679334324136
0.5097744785477897,0.4902255214522105
0.4246924966748357,0.5753075033251643
0.28684502765992304,0.7131549723400769
0.27219507441848995,0.7278049255815099
0.5122423969063714,0.4877576030936286
0.26219117764782085,0.7378088223521793
0.2836450356738538,0.7163549643261463
0.2659903936296205,0.7340096063703796
0.4747894745412817,0.5252105254587183
0.2789768079306929,0.721023192069307
0.4211253172041647,0.5788746827958353
0.32294939020687374,0.6770506097931264
0.35485123030052385,0.6451487696994759
0.2725360752393476,0.7274639247606524
0.2860147875667103,0.7139852124332897
0.2898827869293286,0.7101172130706713
0.5482428218757409,0.451757178124259
0.2784967325248188,0.7215032674751811
0.5,0.5
0.37538004989145074,0.6246199501085492
0.31776659145242625,0.6822334085475739
0.5677967076851159,0.4322032923148839
0.5564454276251346,0.44355457237486545
0.2877554270741546,0.7122445729258456
0.45804199248262994,0.54195800751737
0.2736440649909075,0.7263559350090926
0.2768602438959583,0.7231397561040418
0.3222406860086401,0.6777593139913598
0.4544415852187869,0.5455584147812133
0.283371107264141,0.7166288927358593
0.2970260268234795,0.7029739731765204
0.37565807288221875,0.6243419271177812
0.3615036688560702,0.6384963311439299
0.33820640506202987,0.6617935949379702
0.2824876018301186,0.7175123981698814
0.2732137643339926,0.7267862356660072
0.355932903235124,0.644067096764876
0.45459243380231035,0.5454075661976897
0.27907694638410524,0.7209230536158947
0.3248224878113839,0.6751775121886162
0.5592510288680754,0.44074897113192457
0.26426675642049674,0.7357332435795032
0.4248555877550994,0.5751444122449005
0.3072795726753193,0.6927204273246806
0.28074928790602527,0.7192507120939746
0.5989503575537124,0.4010496424462876
0.34352205886436704,0.6564779411356328
0.6008653035406359,0.39913469645936417
0.33406658152355784,0.665933418476442
0.49396484015348646,0.5060351598465136
0.275019664154989,0.724980335845011
0.414631517292321,0.5853684827076789
0.31953283176866853,0.6804671682313317
0.31816494036855275,0.6818350596314474
0.5298215372763047,0.47017846272369546
0.5747705768871711,0.42522942311282874
0.42147592514837434,0.5785240748516256
0.3758979015044431,0.624102098495557
0.3063744359616017,0.6936255640383985
0.2648853844632156,0.7351146155367844
0.5388680338770899,0.46113196612290985
0.5306044426796134,0.4693955573203867
0.3134372831831766,0.6865627168168231
0.30745883268250085,0.6925411673174993
