label0_proba,label1_proba
0.16043900873134018,0.8395609912686599
0.5961627282065223,0.4038372717934776
0.16711454822133737,0.8328854517786627
0.4571779905307972,0.5428220094692027
0.35757775673418835,0.6424222432658119
0.24477807798165022,0.7552219220183497
0.15044840526749736,0.8495515947325027
0.6927344708253546,0.30726552917464534
0.17385017027410285,0.8261498297258971
0.23653010450752154,0.7634698954924783
0.17330003720056614,0.8266999627994337
0.1850557075388761,0.814944292461124
0.5,0.5
0.6255162550244444,0.3744837449755556
0.15525871591445953,0.8447412840855405
0.14446880140351862,0.8555311985964813
0.171128963788673,0.8288710362113272
0.6438016597578178,0.35619834024218217
0.182620533519322,0.8173794664806782
0.2269840514761758,0.773015948523824
0.23047446461352902,0.7695255353864712
0.1611753642314631,0.8388246357685369
0.1853861015211063,0.814613898478894
0.449988464000529,0.5500115359994712
0.3355476156180689,0.6644523843819309
0.33025119021799404,0.669748809782006
0.5620032000925537,0.43799679990744644
0.4288421209450475,0.5711578790549525
0.5100628210734729,0.4899371789265271
0.23371067119237332,0.7662893288076268
0.33214657305474327,0.6678534269452565
0.18154879747984135,0.8184512025201588
0.16603224653396725,0.8339677534660328
0.6672171640797033,0.33278283592029667
0.42767826701839423,0.5723217329816056
0.1535216117925921,0.8464783882074081
0.24670384707370793,0.753296152926292
0.4658133956918777,0.5341866043081223
0.1699576067865584,0.8300423932134418
0.26118774047656734,0.7388122595234327
0.747733326167497,0.25226667383250306
0.20334272805132558,0.7966572719486743
0.4611871644738474,0.5388128355261528
0.8134842128179789,0.18651578718202114
0.18140743501621034,0.8185925649837896
0.2900881840468562,0.7099118159531441
0.48532262169336915,0.514677378306631
0.1675395914200501,0.83246040857995
0.5833284771268356,0.4166715228731645
0.21766608195650597,0.7823339180434941
0.7214235524140438,0.2785764475859561
0.6109759279483192,0.3890240720516807
0.2305872704609231,0.7694127295390767
0.2120029001539607,0.7879970998460392
0.19147720540879334,0.8085227945912067
0.8951760349663541,0.10482396503364567
0.30852553080544465,0.6914744691945552
0.23863636950816547,0.7613636304918345
0.6398457173778928,0.3601542826221073
0.1615062677009034,0.8384937322990966
0.4935864293669986,0.5064135706330014
0.433934548531604,0.5660654514683959
0.6999109662332144,0.30008903376678536
0.21032782463614758,0.7896721753638526
0.4408204505239257,0.5591795494760742
0.40994813548425013,0.5900518645157499
0.272649773147613,0.7273502268523868
0.39283033082256036,0.6071696691774396
0.5619037436880138,0.4380962563119862
0.170087040253816,0.8299129597461837
0.3237520848669878,0.6762479151330121
0.7518868254953635,0.24811317450463646
0.20516104356681514,0.7948389564331849
0.2647394837724695,0.7352605162275304
0.15798163972233267,0.8420183602776673
0.1520831077497728,0.8479168922502271
0.6922668623313402,0.30773313766865984
0.27654203039429764,0.7234579696057023
0.7683140377095561,0.23168596229044391
0.42214591477349805,0.577854085226502
0.6996529529380793,0.30034704706192045
0.6526314999948548,0.34736850000514535
0.6673223499391185,0.33267765006088157
0.17690522689564767,0.8230947731043522
0.17188686687501772,0.8281131331249822
0.41597819126482605,0.584021808735174
0.5869399900577287,0.4130600099422712
0.1753254106923959,0.824674589307604
0.16985768805559434,0.8301423119444057
0.36200385911281135,0.6379961408871887
0.8146449134298015,0.18535508657019847
0.23570709476179494,0.7642929052382051
0.41344256676689856,0.5865574332331014
0.17590885045542898,0.8240911495445711
0.22306372373383923,0.7769362762661608
0.559910269331364,0.44008973066863605
0.2914603109937283,0.7085396890062718
